ID;Majority_protein_ID;annotation;No_of_proteins;Mol_weight;Sequence_lengths;Reference_F1;Reference_F2;Reference_F3;Reference_F4;Reference_F5;Reference_F6;Reference_F7;Reference_F8;Reference_F9;Reference_F10;Reference_F11;Reference_F12;Reference_F13;Reference_F1415;Reference_F1617;Reference_F18;Repl1_F1;Repl1_F2;Repl1_F3;Repl1_F4;Repl1_F5;Repl1_F6;Repl1_F7;Repl1_F8;Repl1_F9;Repl1_F10;Repl1_F11;Repl1_F12;Repl1_F13;Repl1_F1415;Repl1_F1617;Repl1_F18;Repl2_F1;Repl2_F2;Repl2_F3;Repl2_F4;Repl2_F5;Repl2_F6;Repl2_F7;Repl2_F8;Repl2_F9;Repl2_F10;Repl2_F11;Repl2_F12;Repl2_F13;Repl2_F1415;Repl2_F1617;Repl2_F18;Repl3_F1;Repl3_F2;Repl3_F3;Repl3_F4;Repl3_F5;Repl3_F6;Repl3_F7;Repl3_F8;Repl3_F9;Repl3_F10;Repl3_F11;Repl3_F12;Repl3_F13;Repl3_F1415;Repl3_F1617;Repl3_F18
slr0306;slr0306;unknown protein;1;55.3;506;0;0;0;4577000;10295000;9525500;0;0;7196500;0;0;0;0;0;0;0;0;0;0;0;2437400;6498300;20646000;0;0;0;0;0;0;0;0;0;0;0;0;0;2880100;12327000;473830000;294430000;0;0;0;0;0;0;0;0;0;0;0;0;17268000;20586000;18141000;1356300;27545000;440900;0;862140;0;0;460890;374480
slr0309;slr0309;probable methyltransferase;1;54.476;473;0;0;0;53448000;109730000;9659300;0;0;0;1900900;0;0;0;0;0;0;468920;1515300;0;80710000;60409000;19282000;0;0;0;0;421250;0;0;0;0;0;128540;0;0;42325000;78313000;14758000;8298100;0;0;0;0;0;349580;0;0;0;0;0;0;191190000;286850000;67864000;5518400;0;0;0;0;0;959320;282540;0;0
slr0312;slr0312;two-component response regulator NarL subfamily;1;22.752;209;577090;124200000;67440000;37270000;11486000;19924000;11583000;11089000;9662500;0;0;0;0;0;0;0;0;4608100;37833000;24790000;5563400;7389600;8293100;890580;352510;114030;0;0;0;0;0;0;0;17649000;31704000;34078000;0;0;4809200;2580600;0;0;0;0;0;0;0;0;0;6970400;174310000;44154000;9434400;0;0;4475500;0;0;0;0;0;0;0;0
slr0315;slr0315;probable oxidoreductase;1;25.897;244;1060000;0;0;16682000;339550000;391730000;122430000;35516000;25457000;13706000;0;0;465160;581720;0;0;0;805090;0;10849000;182910000;340760000;125240000;28868000;8107400;4298000;0;0;0;0;0;0;0;280370000;2598900;1245900;380100000;626040000;244050000;48870000;2285800;1965100;491160;0;0;0;0;0;0;117120000;0;0;340990000;1107700000;443540000;71999000;9977600;12221000;3710100;0;0;0;0;0
slr0317;slr0317;hypothetical protein;1;31.495;287;0;109100000;165510000;118260000;40893000;2340000;0;0;0;0;2154200;0;4146900;0;310270;14973000;0;11559000;81173000;91706000;25468000;11240000;0;0;0;0;1002200;0;0;0;0;1766400;213720;19937000;162150000;112120000;18322000;45631000;41317000;0;11722000;0;3062600;0;0;0;0;0;613100;6555100;467940000;152740000;19660000;0;25933000;6257100;0;0;0;0;0;0;0;0
slr0318;slr0318;unknown protein;1;23.137;203;0;0;0;19655000;46063000;10094000;0;5579900;0;0;0;0;0;0;0;0;450440;0;3788100;26691000;7747500;0;0;0;1207200;0;0;0;0;0;0;0;0;0;0;47802000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17115000;127320000;35232000;0;0;0;0;0;0;0;0;0;0;0
slr0320;slr0320;hypothetical protein;1;60.644;531;0;0;0;0;7352500;2495200;0;0;0;0;0;0;0;0;0;0;0;0;0;2237300;3490000;2139300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7578400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10009000;0;3028200;0;0;0;0;0;0;0;0;0
slr0321;slr0321;GTP-binding protein ERA homolog;1;34.791;315;0;0;0;2190800;4674700;12770000;7121700;9151900;0;0;0;0;0;0;0;0;0;0;1655900;2786600;2455300;16607000;0;0;0;0;0;0;0;0;0;0;0;0;1045400;5274900;922260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4507900;4188700;0;0;0;0;0;0;0;0;0;0;0
slr0322;slr0322;two-component hybrid sensor and regulator;1;120.56;1095;6278400;537310000;276510000;640630000;678550000;183370000;138840000;146880000;101830000;81952000;24117000;40023000;50691000;29792000;3072600;146830000;341770;52529000;229080000;788210000;476220000;209150000;127180000;73175000;88646000;32017000;4426200;5748400;2135600;2228800;173780;13602000;3191200;101810000;299640000;646880000;698440000;356490000;283940000;220770000;107360000;53712000;34377000;2956600;870620;1057800;225440;8617000;4476800;31209000;601780000;918870000;1127000000;849230000;328940000;309800000;226770000;163880000;77110000;17474000;12085000;2114100;1269000;21060000
slr0323;slr0323;putative alpha-mannosidase;1;120.44;1042;0;0;0;0;112680000;150530000;62007000;10688000;23924000;4834900;0;6784900;0;0;96461;0;0;0;3168900;0;14378000;147990000;122400000;18022000;11209000;7760300;6875200;2502000;280660;0;0;0;0;0;0;0;21580000;178980000;120060000;31874000;0;0;0;0;0;0;0;0;0;0;0;0;12636000;211490000;156040000;43205000;13828000;0;0;0;0;400860;360960;0
slr0325;slr0325;hypothetical protein;1;18.346;161;5666500;408990000;114870000;64935000;17048000;9528700;7984400;0;0;0;0;0;0;0;0;0;0;27696000;38326000;36685000;23744000;91701000;11376000;0;0;0;0;0;0;0;0;0;0;70544000;107860000;27530000;46047000;10834000;0;0;0;0;0;0;0;0;0;0;2607800;25251000;228160000;22855000;66355000;17100000;12543000;0;0;0;0;0;0;0;0;0
slr0326;slr0326;hypothetical protein;1;16.949;147;13904000;453210000;357750000;285630000;880020000;575760000;97965000;53946000;56636000;43112000;6997100;11434000;4479500;3926100;0;0;1512700;42981000;302730000;365630000;550140000;602510000;67744000;39514000;20883000;28547000;3243300;2613000;746120;0;0;569330;3825400;78889000;615570000;483540000;549680000;35063000;0;18515000;13535000;6981900;4829800;3355300;897130;0;0;0;6149000;30463000;1116500000;585220000;694940000;756670000;155660000;51492000;0;23563000;13316000;0;0;0;0;0
slr0327;slr0327;iron(III) ABC transporter, permease protein;1;61.597;557;0;0;0;7115600;15597000;2269500;0;0;0;0;0;0;0;0;0;0;0;0;0;6676200;9852200;1868800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
slr0328;slr0328;low molecular weight phosphotyrosine protein phosphatase;1;17.47;157;0;84324000;45644000;60521000;38085000;3323800;0;0;0;0;0;0;0;0;0;0;0;5805000;37173000;56434000;27546000;0;0;0;0;0;0;0;0;0;0;0;0;5543600;52229000;33530000;18929000;0;0;4443800;0;0;0;0;0;0;0;0;0;2904900;58166000;45043000;84374000;21458000;9110000;0;0;0;0;0;0;0;0;0
slr0329;slr0329;glucokinase;1;34.607;327;0;89711000;3389800;59635000;33102000;0;2909700;0;0;0;0;0;0;0;0;0;0;10727000;4349300;54643000;5582700;2202000;2515500;0;0;0;0;0;0;0;0;0;0;24703000;47039000;67500000;27171000;17320000;3630000;0;0;0;0;0;0;0;0;0;0;8411400;87612000;105770000;68039000;33957000;8961600;0;0;0;0;0;0;0;0;0
slr0331;slr0331;NADH dehydrogenase subunit 4 (involved in photosystem-1 cyclic electron flow);1;57.51;525;0;0;3683700;179520000;504010000;187180000;42159000;27500000;21532000;26839000;0;0;996250;0;0;0;0;0;4641600;181660000;374330000;252880000;52056000;15141000;8350000;6251200;2527100;0;0;0;0;0;0;0;0;138540000;522530000;211740000;27809000;8721500;11166000;6842300;6330300;0;0;0;0;0;0;0;0;257190000;792570000;709150000;42868000;16624000;27371000;19209000;11497000;17692000;5971300;0;0;0
slr0333;slr0333;unknown protein;1;11.406;106;95128000;1944200000;285110000;92326000;23449000;2172200;0;3507100;0;0;0;0;0;0;0;3336300;1724900;268370000;178630000;94020000;16263000;7577100;0;1979600;0;0;0;0;0;0;0;0;156690000;747680000;361210000;63361000;29405000;9445900;6785600;0;0;0;0;0;0;0;0;0;133490000;367900000;622170000;110600000;40186000;12108000;0;0;0;0;0;0;0;0;0;0
slr0334;slr0334;unknown protein;1;11.631;110;35397000;1570300000;114290000;18322000;1611500;1219700;0;0;804870;424650;0;332620;0;0;0;0;3533000;136630000;87725000;13011000;1097200;0;0;0;0;0;0;0;0;0;0;0;9386200;221990000;169490000;32620000;2348000;0;0;0;0;0;0;0;0;0;634720;0;10538000;172900000;251730000;24684000;5746600;0;0;0;0;0;0;0;0;0;0;0
slr0335;slr0335;phycobilisome core-membrane linker polypeptide;1;100.29;896;398710000;18101000000;14927000000;33031000000;40636000000;35615000000;80859000000;61055000000;29890000000;14031000000;2508700000;3952600000;2897900000;1509300000;153720000;8209300000;20132000;1625500000;12011000000;40600000000;24385000000;32889000000;81067000000;28415000000;11308000000;4158600000;872420000;781170000;264330000;73740000;24045000;717760000;25121000;843000000;8099500000;22078000000;23191000000;29276000000;48239000000;1.45E+11;66148000000;20015000000;5008600000;656480000;283850000;126750000;64635000;339570000;128610000;324030000;12418000000;25492000000;27132000000;31110000000;62992000000;1.04E+11;1.50E+11;74455000000;18250000000;2605900000;1855700000;278670000;191840000;721850000
slr0337;slr0337;hypothetical protein;1;84.193;729;0;0;0;0;4521100;3408200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2474700;4608700;1311300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
slr0338;slr0338;probable oxidoreductase;1;39.042;356;0;0;9828500;69823000;154960000;173780000;160890000;107900000;53836000;14534000;0;0;2247600;0;0;0;0;0;6030800;49980000;89146000;121010000;125510000;47815000;10037000;6514200;0;538300;0;0;0;0;0;0;3250900;61964000;129570000;256670000;208630000;116770000;32140000;6265500;2211100;0;0;0;0;0;0;621320;5617700;64976000;100580000;291870000;291770000;133340000;40492000;16877000;928770;0;0;0;0;0
slr0341;slr0341;unknown protein;1;35.076;318;368430;14141000;4809900;6266400;5309900;1381000;0;3265500;0;0;0;0;199480;0;0;0;778310;379390;6805600;15956000;3768800;0;0;0;0;0;0;0;0;0;0;0;0;987370;11898000;12389000;20122000;9542900;4807700;11317000;0;0;0;0;0;0;3402300;0;0;652150;46026000;8860600;0;4966400;0;0;0;0;0;0;0;0;0;0
slr0342;slr0342;cytochrome b6;1;25.054;222;0;0;451150000;1729000000;6575400000;1583200000;282070000;202940000;272140000;183320000;30732000;55338000;25347000;12370000;2782400;20411000;3324600;0;437120000;2119500000;3907900000;1234200000;224250000;84465000;32271000;48070000;8876700;7700500;3048100;1499300;417430;4367400;0;16758000;49895000;4834700000;9394900000;3091900000;951500000;196240000;123470000;79756000;34499000;7593300;1261700;714790;0;2738500;0;22743000;113220000;4380000000;12144000000;6267300000;538520000;224730000;110210000;150320000;99821000;7077400;6076000;0;1588800;4278900
slr0343;slr0343;cytochrome b6-f complex subunit 4;1;17.444;160;1393400;14821000;142750000;412100000;935780000;190200000;44009000;37041000;31773000;25160000;3324100;9036500;6722500;1588200;422660;0;0;0;55947000;319750000;560330000;170930000;31512000;28694000;7354100;5314700;0;0;163420;64657;0;198280;1206700;0;57145000;862630000;2568800000;744940000;240650000;36280000;13743000;13497000;5938800;1075600;734470;0;205870;0;1380100;8984800;163760000;1181600000;4186500000;1764900000;94049000;45478000;25376000;19436000;11910000;5532500;1303400;0;229570;0
slr0345;slr0345;unknown protein;1;15.174;135;0;0;894180;7482900;13580000;5055500;0;2001400;1833900;1016600;0;1213900;1974500;0;856300;0;0;0;1067800;10931000;8774400;4822400;0;1607500;1016900;0;0;0;303760;0;0;0;0;0;0;7833100;23714000;4949100;0;0;0;0;0;0;240390;0;0;0;0;0;0;17301000;36567000;21714000;0;0;0;0;0;526480;641660;336180;407060;0
slr0346;slr0346;ribonuclease III;1;27.106;244;3264300;0;46413000;52079000;29966000;0;0;0;1480400;1161800;0;0;778140;501390;0;4958900;0;0;40171000;78491000;45389000;0;0;1662800;0;499510;0;0;0;0;0;634670;1741700;432730;62562000;179620000;37677000;4461600;1959000;0;4806100;0;0;0;0;0;0;615400;3893400;0;209720000;218960000;64037000;5162400;0;0;0;0;0;0;0;0;0;0
slr0348;slr0348;hypothetical protein;1;45.581;406;4002000;177260000;229320000;444360000;286880000;41424000;4686200;6630000;2613600;2327300;0;0;0;0;889830;402380;790180;16394000;203020000;432600000;114210000;35195000;3074000;3562600;1029200;1077500;0;0;0;0;0;0;0;8660500;389460000;901650000;217940000;64651000;66193000;0;0;0;0;225260;0;0;0;0;1045100;4811000;1027800000;1258000000;366910000;144990000;2198900;0;0;0;0;0;0;0;0;0
slr0351;slr0351;hypothetical protein;1;46.483;412;0;2013300;15648000;70543000;65832000;3318900;6042100;0;0;0;0;0;0;0;0;0;0;0;14780000;85655000;29363000;0;5907400;1921600;0;225460;0;0;0;0;0;0;0;0;13125000;134420000;39866000;3683700;0;0;0;0;0;0;0;0;0;0;0;0;73036000;171910000;86217000;11865000;0;0;9094000;25964000;0;0;0;0;0;0
slr0354;slr0354;ATP-binding protein of ABC transporter;1;23.282;210;0;9179500;19962000;27875000;15789000;5837700;0;0;0;0;0;0;0;0;0;0;0;433180;23410000;54322000;10280000;2530700;0;0;0;0;0;0;0;0;0;0;0;0;20966000;29955000;14139000;0;0;0;0;0;0;0;0;0;0;0;0;0;45548000;56795000;7512800;3560100;0;0;973250;858160;0;0;0;0;0;0
slr0355;slr0355;hypothetical protein;1;35.387;331;0;0;5934000;128300000;492870000;142450000;2829000;10716000;0;0;1413200;1094000;0;219890000;8717500;0;0;42454000;67078000;151130000;164470000;87838000;15215000;0;0;3762600;0;311560;450610;26502000;1451200;2919400;583910;90539000;0;165180000;480940000;112520000;24013000;0;0;0;0;0;0;6201400;18192000;7328000;123950;54340000;256680000;179100000;313410000;269230000;20694000;0;0;13816000;0;0;0;0;37835000;125360
slr0356;slr0356;hypothetical protein;1;21.434;196;0;129090000;46666000;7059100;0;0;0;0;0;0;2116600;0;0;0;0;0;0;8709800;22121000;10200000;0;0;0;0;0;0;555950;0;0;0;0;0;0;17357000;77748000;9429900;0;0;0;0;0;0;0;0;0;0;0;0;0;1542600;104340000;17352000;0;0;0;0;0;0;0;0;780230;0;0;0
slr0357;slr0357;histidyl-tRNA synthetase;1;49.171;447;0;8378000;0;46672000;225780000;158290000;15084000;15062000;1390300;4411300;0;0;0;0;0;958070;0;294380;0;50048000;184700000;95918000;18391000;2349100;1026300;981880;0;0;273830;0;0;0;0;0;0;8911000;372290000;156790000;33724000;0;0;0;0;0;0;0;0;0;0;0;0;13842000;510820000;404200000;29119000;2840500;0;0;0;0;0;0;0;0
slr0358;slr0358;unknown protein;1;42.416;374;7997000;48308000;1405200;0;0;0;0;0;0;0;0;0;0;0;0;0;624880;5250900;3430100;1051600;0;0;0;0;0;0;0;0;0;0;0;0;4016400;5975600;4678000;0;0;0;0;0;0;0;0;0;0;0;0;0;4250400;6239400;6987200;0;0;0;0;0;0;0;0;0;0;0;0;0
slr0359;slr0359;hypothetical protein;1;141.66;1244;0;0;0;0;4047600;5364300;47695000;21401000;23560000;6084800;1785900;0;0;0;0;292240000;0;731940;0;0;0;1353500;4762400;4009600;5687700;1471200;0;0;0;0;0;39921000;0;0;0;0;0;0;22259000;0;0;6800600;395430;0;0;0;0;22283000;0;0;0;0;0;0;0;0;20835000;3380600;0;0;0;0;0;37841000
slr0361;slr0361;probable ribosomal large subunit pseudouridine synthase B;1;28.228;249;2548200;0;8255100;21087000;0;0;0;0;0;0;0;0;7177900;17486000;0;7189700;247370;389550;0;33902000;7137000;0;3145000;0;0;0;0;0;0;471960;0;787880;0;0;9642400;31482000;22908000;0;9352800;0;0;687320;1290400;0;0;0;0;0;0;566840;34772000;39048000;53027000;0;0;0;0;0;2826400;2686200;709040;0;0;3423900
slr0362;slr0362;hypothetical protein;1;19.356;174;1103500;64653000;83225000;57510000;19034000;11382000;0;0;0;0;0;0;0;0;0;1853200;0;4483700;81779000;96273000;4509800;8306500;1016000;0;0;0;0;0;0;0;0;212130;1430000;10379000;169200000;149830000;6366100;0;0;0;0;0;0;0;0;0;0;0;1779200;3063200;421950000;190840000;12805000;0;0;0;0;0;0;0;0;0;0;0
slr0369;slr0369;RND multidrug efflux transporter;1;111.91;1030;6334400;2493600;6813700;43354000;1065000000;902190000;567600000;1167000000;762530000;268170000;33471000;39933000;34464000;19507000;2074900;41295000;293360;3382200;7476300;37353000;623550000;791630000;391080000;469210000;264530000;84456000;10635000;7851400;2823000;1500300;0;5843200;4140300;5087800;6068300;12189000;1443400000;939640000;466420000;736650000;459370000;150340000;27173000;3106300;834510;635760;0;1216200;5088600;5799600;6569600;20575000;1946700000;2014200000;386830000;528090000;908380000;479770000;101030000;11958000;5537400;0;2703900;5975700
slr0370;slr0370;succinate-semialdehyde dehydrogenase (NADP+);1;48.748;454;0;0;0;173040000;1549500000;1333500000;359340000;157440000;91546000;57520000;3637800;4488400;2346900;657300;473880;5175500;0;0;0;179900000;778320000;1222700000;382410000;63809000;24442000;12560000;0;542280;0;0;0;0;0;0;0;84022000;1341800000;1522900000;651790000;107150000;34853000;13968000;4054800;0;0;0;0;0;0;1994200;0;67694000;2129200000;2896200000;918370000;192430000;65947000;65082000;17457000;0;0;0;0;0
slr0373;slr0373;hypothetical protein;1;14.044;126;5294800;74935000;12912000;13449000;9931000;50351000;3815900;0;0;0;0;0;0;0;0;0;0;3957600;11614000;20709000;3828800;57621000;0;0;0;0;0;0;0;0;0;0;2192000;15683000;16235000;13089000;4651200;5780600;0;0;0;0;0;0;0;0;0;0;977690;7454400;49558000;20278000;6277300;0;0;0;0;0;0;0;0;0;0;0
slr0374;slr0374;hypothetical protein;1;56.441;501;5914000;171310000;376980000;1420200000;1598400000;576060000;228250000;183080000;115830000;95446000;35902000;35609000;25184000;10896000;2059100;76139000;177720;14658000;286630000;1800500000;1091900000;488340000;195830000;81644000;49768000;24848000;7433700;7596600;2507500;273910;0;6398600;2886500;20787000;369790000;1308000000;1573300000;853870000;528840000;202610000;84681000;46417000;29994000;4520200;2079200;888850;4246100;1694800;1531700;29975000;742280000;2106200000;2624300000;1628400000;567660000;362170000;214830000;119290000;49085000;23175000;12181000;2679900;5593400;5014800
slr0376;slr0376;hypothetical protein;1;12.857;116;57142000;4520900000;522740000;282400000;104330000;20261000;21997000;21416000;43182000;28150000;6910200;7338400;5336400;0;0;0;2218200;446300000;310210000;320900000;71717000;24302000;20728000;9828900;11874000;11296000;1967000;1760300;0;0;0;0;32974000;1070700000;1265900000;373450000;126940000;50738000;15453000;4176500;11472000;16518000;3330400;2720800;0;0;0;0;53202000;429510000;2230800000;493820000;167730000;59409000;7832600;4909100;15798000;14315000;17010000;1870900;0;0;0;0
slr0377;slr0377;unknown protein;1;45.914;409;0;0;10874000;63050000;21051000;16700000;0;0;0;0;0;0;0;0;0;0;0;0;10267000;116600000;24891000;2242600;0;0;0;0;0;0;0;0;0;0;0;0;34631000;208380000;46459000;2704800;0;0;0;0;0;0;0;0;0;0;0;0;94008000;329830000;158380000;11097000;0;0;0;0;0;0;0;0;0;0
slr0378;slr0378;similar to 7-beta-(4-carbaxybutanamido)cephalosporanic acid acylase;1;77.955;704;0;3816100;0;42427000;118930000;18920000;0;967230;1062400;1122100;0;2958500;1617700;26249000;0;0;0;0;0;25745000;78969000;22895000;0;0;0;0;0;0;0;2396100;0;0;0;0;0;20364000;138430000;47169000;10045000;0;0;494420;0;0;0;0;0;0;0;0;0;65223000;195810000;116130000;8785000;0;0;0;0;0;0;0;586950;1673800
slr0379;slr0379;thymidylate kinase;1;26.758;236;0;3926600;110170000;290770000;252550000;19953000;0;10642000;9537500;18932000;0;0;0;0;0;0;0;212300;72730000;313160000;119230000;16282000;7584400;4672000;0;6490000;0;0;0;0;0;0;0;0;64782000;389070000;191250000;31225000;10437000;0;0;0;0;0;0;0;0;0;0;0;139600000;616150000;252740000;28555000;0;49234000;0;1885600;0;0;0;0;0;0
slr0380;slr0380;hypothetical protein;1;50.62;459;0;65848000;204770000;480850000;301140000;37715000;3287800;17517000;4953400;1335900;0;0;0;0;0;3121600;0;4421700;150480000;618650000;226940000;40898000;5600700;5575300;2240000;995890;0;0;0;0;0;0;885080;2139900;223270000;384850000;70273000;70062000;8047800;0;691280;1395600;0;0;0;0;0;759630;0;0;367240000;779960000;390940000;130480000;3189200;0;0;0;0;0;0;0;0;306680
slr0381;slr0381;lactoylglutathione lyase;1;14.665;131;3309700;998850000;563810000;516870000;166220000;18446000;0;3970400;7158500;1677300;0;760490;669020;422170;0;0;237470;84413000;429650000;551970000;102740000;14520000;541190;0;1002800;912190;0;209880;0;0;0;0;0;113590000;695840000;383630000;104190000;27967000;18537000;0;0;0;0;0;0;0;0;0;114990;57787000;1334800000;585190000;135030000;47995000;0;0;0;0;401460;0;0;0;0;0
slr0384;slr0384;sulfoquinovosyldiacylglycerol biosynthesis protein SqdX;1;41.451;378;0;3219600;23595000;309150000;183860000;24337000;2037400;3816200;951350;1481700;0;0;788090;0;0;3865300;0;0;36576000;388710000;93870000;15770000;3252800;0;0;0;0;0;0;0;0;245620;165250;0;26514000;606070000;190190000;14151000;0;0;0;415180;268820;0;0;0;0;1648600;175850;0;72328000;760700000;354930000;56119000;0;0;0;0;682110;0;0;0;0;0
slr0386;slr0386;unknown protein;1;46.743;412;0;0;0;15299000;37567000;3439900;0;0;0;0;0;0;0;0;0;0;0;0;0;27873000;22641000;9606500;1075800;0;0;0;0;0;0;0;0;0;0;0;713050;28016000;34105000;1787100;3535700;0;0;0;0;0;0;0;0;0;0;0;0;22471000;105390000;28080000;0;0;0;0;0;0;0;0;0;0
slr0387;slr0387;cysteine desulfurase NifS;1;41.682;386;0;0;0;31775000;113700000;70964000;8828300;0;0;0;0;0;0;0;0;0;0;0;0;48047000;58550000;116770000;7075500;1781800;0;0;0;0;0;0;0;0;0;0;0;7352500;110960000;68433000;16164000;0;0;0;0;0;0;0;0;0;0;0;0;7516200;221850000;134440000;26768000;4257600;0;0;0;0;0;0;0;0
slr0394;slr0394;phosphoglycerate kinase;1;41.67;400;75814000;8790200000;16548000000;26063000000;15935000000;2956500000;1015200000;905690000;674790000;477000000;102150000;177430000;114230000;43178000;2047500;193690000;531650;680430000;11453000000;30145000000;8958000000;2640500000;917890000;413590000;323940000;152670000;31636000;36846000;8078000;1770500;707680;13317000;91798000;850590000;17629000000;38249000000;14013000000;5419300000;2884700000;660440000;265500000;169940000;84089000;19246000;1585900;1544400;191900;9794900;111030000;397620000;40155000000;49404000000;25532000000;8806200000;1408100000;510580000;306540000;406760000;187250000;23456000;28645000;1855000;1702200;25765000
slr0397;slr0397;hypothetical protein;1;21.05;191;0;15830000;74381000;75998000;12644000;3003000;0;0;0;0;0;0;0;2766700;0;0;0;1322700;70558000;122830000;12626000;2547000;1179900;845990;0;0;0;0;0;0;0;0;0;1837900;117580000;149570000;35608000;0;0;0;0;0;0;0;0;0;0;0;0;0;306130000;186350000;18238000;0;0;0;0;0;0;0;0;0;0;0
slr0398;slr0398;unknown protein;1;17.633;157;53526000;1993700000;399180000;198520000;119060000;12666000;0;2398800;3275800;0;481170;4115900;0;621560;0;0;1311000;191970000;272440000;170200000;29168000;15860000;3940700;2462800;2520500;1189000;0;0;0;0;0;0;18648000;515010000;752790000;187840000;62959000;23629000;0;0;0;342860;0;0;0;0;1324300;1227400;27028000;281400000;1362800000;243260000;103190000;40989000;0;0;0;0;0;0;0;0;3674600;2381500
slr0399;slr0399;chaperon-like protein for quinone binding in photosystem II;1;36.519;326;0;0;36787000;641240000;872670000;327770000;84471000;80754000;30573000;86530000;26318000;11269000;13864000;6442100;1566900;35794000;0;0;34873000;758670000;494600000;320960000;86443000;24630000;5046800;11136000;3053900;1537700;1006200;841870;250260;4211900;376520;0;26972000;676360000;800520000;494020000;266240000;223470000;13150000;5760200;3162300;338700;423300;0;0;1472600;0;0;58780000;633950000;1311300000;765460000;247150000;61988000;17550000;19410000;5754700;1955800;0;684330;697910;2879400
slr0400;slr0400;hypothetical protein;1;33.397;305;0;0;0;2224300;41209000;92318000;64910000;9371400;15597000;4553600;0;0;0;0;0;0;0;0;0;25209000;28244000;129570000;71787000;7150300;0;0;0;0;0;0;0;0;0;0;0;0;29545000;88218000;47598000;21130000;0;0;0;0;0;0;0;0;0;0;0;23298000;64598000;53732000;52307000;24361000;0;0;0;0;0;0;0;0
slr0401;slr0401;periplasmic polyamine-binding protein of ABC transporter;1;43.406;384;0;7665200;4453200;3860800;25813000;50396000;15586000;10646000;3884100;0;149410;1715000;1203800;0;0;3785000;2157400;1091800;3337800;12004000;13225000;24942000;15653000;2694600;0;0;0;0;0;0;0;377210;2210700;0;5529300;23881000;36127000;43786000;19137000;1371300;0;0;0;0;0;0;0;0;0;0;0;45803000;46329000;110150000;56691000;8765000;0;1163400;0;0;0;0;0;0
slr0402;slr0402;hypothetical protein;1;21.188;194;2018200;561270000;101760000;69692000;25856000;0;0;0;0;0;0;0;0;0;0;0;328660;51883000;100260000;79817000;12186000;1470800;0;0;0;0;0;0;0;0;0;0;0;104540000;267140000;23200000;10844000;0;0;34022000;0;0;0;0;0;0;0;0;178230;39562000;432800000;33931000;10723000;0;4076100;2176600;0;0;0;0;0;0;0;0
slr0404;slr0404;hypothetical protein;1;34.864;333;1120400;80513000;274380000;733380000;634740000;183750000;118540000;172440000;215470000;275380000;242890000;426660000;813890000;1320900000;93598000;906360000;0;12832000;220740000;842460000;490710000;241630000;107140000;79449000;82772000;111770000;90594000;83371000;62353000;43229000;7245800;45079000;0;12321000;72647000;445490000;404010000;135410000;89447000;45423000;52630000;59396000;70566000;44186000;26759000;43391000;23167000;55537000;0;14017000;238940000;497480000;610490000;292330000;80096000;57887000;59842000;77705000;103270000;75927000;128180000;85613000;71032000;178320000
slr0406;slr0406;dihydroorotase;1;38.126;342;0;7038600;23399000;83639000;176940000;32727000;1931900;1473600;0;0;5164900;1988200;0;0;0;0;0;0;25482000;133410000;58375000;16597000;1368400;0;0;0;0;0;0;0;0;0;0;0;44423000;141390000;78911000;29308000;3171900;0;0;0;0;0;0;0;0;0;0;0;136020000;141550000;191580000;48299000;2386600;0;0;326170;0;0;0;0;0;0
slr0407;slr0407;hypothetical protein;1;30.585;270;0;0;10143000;38721000;39574000;2075000;0;0;0;0;0;0;0;0;0;0;0;0;2520900;25285000;15403000;1977700;0;0;0;0;0;0;0;0;0;0;0;0;0;56413000;24064000;1590800;2037100;0;0;0;0;0;0;0;0;0;0;0;4574900;93297000;55613000;18530000;0;0;0;0;0;0;0;0;0;0
slr0408;slr0408;unknown protein;1;442.44;4199;0;55658000;16191000;13944000;9988800;0;0;0;3911400;36503000;4104600;7578200;2589200;0;0;3556100;0;6732800;6927700;0;0;0;0;0;6388900;9686700;1571100;484340;0;0;0;0;0;0;0;0;0;0;2974200;1222800;0;2180800;13692000;1664400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15257000;8455500;2199100;0;0;0
slr0415;slr0415;Na+/H+ antiporter;1;75.547;698;0;0;0;0;14546000;5214300;2905600;0;0;0;0;0;0;0;0;0;0;0;0;0;18350000;5903700;0;1217600;0;0;0;0;0;0;0;0;265330;2825100;0;0;6488600;7476700;0;0;0;1376300;0;0;0;0;0;0;0;2494100;0;0;0;8888200;0;0;8063300;0;0;0;0;0;0;0
